"","X","Country","Date","Annual.GDP","GDP.per.capita","Debt","Debt.Per.Capita","Deficit...M...","Expenditure..M...","Expenditure.Per.Capita","Corruption.Index","Exports","Exports...GDP","Imports","Imports...GDP","Population","Fertility.Rate","Crude.death.rate","HDI","Life.expectancy","CO2.Tons.per.capita","Continent","status"
"782",782,"Nicaragua",2015,12757,2037,3688,589,-212,3260.1,521,27,4839.4,0.3793,7059.8,0.5534,6263000,2.48,0.00503,0.652,73.65,0.91,"North America","Developing"
"783",783,"Nicaragua",2014,11880,1917,3407,550,-151,2920.2,471,28,5125.7,0.4315,6945.8,0.5847,6198000,2.5,0.00503,0.649,73.43,0.81,"North America","Developing"
"784",784,"Nicaragua",2013,10983,1790,3167,516,-78,2658.1,433,28,4793.6,0.4365,6687.6,0.6089,6134000,2.53,0.00503,0.639,73.2,0.78,"North America","Developing"
"785",785,"Nicaragua",2012,10532,1735,2932,483,-16,2535,418,29,4686.1,0.4449,6777.9,0.6436,6071000,2.55,0.00504,0.633,72.95,0.82,"North America","Developing"
"786",786,"Nicaragua",2011,9774,1630,2815,469,-6,2300.6,384,25,4132.5,0.4228,6354.7,0.6502,5997000,2.58,0.00505,0.627,72.69,0.83,"North America","Developing"
"787",787,"Nicaragua",2010,8759,1506,2656,457,-11,1976.9,340,25,3250.9,0.3711,4792.2,0.5471,5816000,2.6,0.00506,0.621,72.43,0.81,"North America","Developing"
"788",788,"Nicaragua",2009,8297,1445,2430,423,-123,1889.4,329,25,2390.6,0.2881,3929.2,0.4736,5742000,2.63,0.00508,0.615,72.17,0.79,"North America","Developing"
"789",789,"Nicaragua",2008,8497,1499,2209,390,-36,1860.8,328,20,2531.3,0.2979,4731,0.5568,5669000,2.66,0.00508,0.614,71.92,0.8,"North America","Developing"
"790",790,"Nicaragua",2007,7423,1327,2295,410,97,1595.8,285,26,2186.2,0.2945,3989.2,0.5374,5596000,2.69,0.00509,0.607,71.67,0.85,"North America","Developing"
"791",791,"Nicaragua",2006,6764,1225,3460,626,68,1446.1,262,26,1932.1,0.2856,3404.3,0.5033,5523000,2.73,0.00509,0.6,71.44,0.84,"North America","Developing"
"792",792,"Nicaragua",2005,6321,1153,4208,767,107,1345.4,245,26,1654.1,0.2617,2956.1,0.4677,5483000,2.77,0.0051,0.596,71.2,0.8,"North America","Developing"
"793",793,"Nicaragua",2004,5793,1078,4871,906,96,1208.4,225,20,1369,0.2363,2457.4,0.4242,5375000,2.82,0.00512,0.592,70.93,0.83,"North America","Developing"
"794",794,"Nicaragua",2003,5322,1010,5831,1107,66,1114.8,212,26,1056,0.1984,2027,0.3809,5268000,2.87,0.00515,0.587,70.64,0.82,"North America","Developing"
"795",795,"Nicaragua",2002,5224,1012,5771,1118,105,981.9,190,25,914.4,0.175,1853,0.3547,5162000,2.94,0.00519,0.583,70.31,0.8,"North America","Developing"
"796",796,"Norway",2016,368827,70224,134363,25553,14984,190221.3,36175,85,88409.8,0.2429,72109.5,0.2031,5258317,1.71,0.0078,0.951,82.5,8.66,"Europe","Developed"
"797",797,"Norway",2015,385802,74115,114613,21996,23228,190073.1,36477,87,103915,0.2692,76423.5,0.1982,5210721,1.72,0.0078,0.948,82.4,8.81,"Europe","Developed"
"798",798,"Norway",2014,498410,96658,126487,24482,43067,230998,44711,86,144676.8,0.2894,89459.7,0.1792,5166493,1.75,0.0079,0.946,82.2,8.65,"Europe","Developed"
"799",799,"Norway",2013,522762,102577,145074,28402,55740,232024.8,45424,86,156021.6,0.2954,89807.9,0.1719,5107970,1.78,0.0081,0.946,81.8,8.67,"Europe","Developed"
"800",800,"Norway",2012,509506,101130,151021,29898,70114,220648.9,43682,85,160953,0.3154,87307.8,0.1713,5051275,1.85,0.0084,0.942,81.5,8.92,"Europe","Developed"
"801",801,"Norway",2011,498283,100197,137728,27624,66583,220389.2,44203,90,160409.8,0.3218,90783.5,0.1821,4985870,1.88,0.0084,0.943,81.4,9.17,"Europe","Developed"
"802",802,"Norway",2010,428757,87356,183359,37266,46881,194820,39595,86,130656.8,0.304,77330.2,0.1804,4920305,1.95,0.0085,0.942,81.2,9.57,"Europe","Developed"
"803",803,"Norway",2009,386188,79747,172207,35447,39739,180465.9,37147,86,116778.1,0.3256,68970.1,0.1934,4858199,1.98,0.0086,0.938,81,9.27,"Europe","Developed"
"804",804,"Norway",2008,462250,96563,186286,38816,86880,189191.2,39421,70,171764.3,0.367,90293.3,0.1936,4799252,1.96,0.0087,0.938,80.8,9.68,"Europe","Developed"
"805",805,"Norway",2007,400939,84916,201578,42552,68687,167704.7,35402,87,136354.3,0.3386,80297.4,0.1995,4737171,1.9,0.0089,0.938,80.6,9.71,"Europe","Developed"
"806",806,"Norway",2006,345580,73970,182416,38968,62030,142450.2,30431,88,122208.3,0.3534,64260.9,0.1856,4681134,1.9,0.0089,0.936,80.6,9.58,"Europe","Developed"
"807",807,"Norway",2005,308884,66688,129617,27933,45636,131333.7,28303,89,103759.2,0.3364,55488.3,0.1799,4640219,1.84,0.0089,0.932,80.3,9.53,"Europe","Developed"
"808",808,"Norway",2004,264510,57512,114974,24960,28768,120398,26137,80,82527,0.3105,48534,0.183,4606363,1.83,0.009,0.934,80.1,9.99,"Europe","Developed"
"809",809,"Norway",2003,228858,50046,97635,21330,16516,110654.2,24174,88,68321,0.2992,40055,0.1745,4577457,1.8,0.0093,0.924,79.6,9.96,"Europe","Developed"
"810",810,"Norway",2002,195525,42998,65500,14389,17773,92747.3,20374,85,59662,0.3085,34873,0.177,4552252,1.75,0.0098,0.918,79,9.4,"Europe","Developed"
"811",811,"Pakistan",2016,278655,1440,188515,974,-12308,55565.4,287,32,20375,0.0731,46847,0.1681,193560000,3.61,0.00705,0.56,66.77,0.91,"Asia","Developing"
"812",812,"Pakistan",2015,270556,1425,171306,902,-14213,53486.3,282,30,22089.1,0.0816,44168,0.1632,189870000,3.66,0.00711,0.551,66.58,0.89,"Asia","Developing"
"813",813,"Pakistan",2014,244361,1312,155061,833,-11854,49092.4,264,29,24731.3,0.1012,47590,0.1948,186190000,3.71,0.00718,0.548,66.36,0.88,"Asia","Developing"
"814",814,"Pakistan",2013,231218,1267,147659,809,-19350,50452.9,276,28,25120.8,0.1086,44646.9,0.1931,182530000,3.76,0.00726,0.538,66.12,0.85,"Asia","Developing"
"815",815,"Pakistan",2012,224384,1254,141819,793,-19354,48561.7,271,27,24567.3,0.1095,44104.6,0.1966,178910000,3.82,0.00735,0.535,65.85,0.86,"Asia","Developing"
"816",816,"Pakistan",2011,213588,1218,125835,718,-14377,41336.4,236,25,25382.6,0.1188,44011.8,0.2061,175310000,3.88,0.00745,0.53,65.56,0.87,"Asia","Developing"
"817",817,"Pakistan",2010,177166,1032,107242,624,-10644,36000.7,210,23,21409.5,0.1208,37806.9,0.2134,171730000,3.95,0.00757,0.526,65.26,0.88,"Asia","Developing"
"818",818,"Pakistan",2009,167875,998,98270,584,-8483,32392.9,193,24,17523.1,0.1044,31668.3,0.1886,168180000,4.03,0.00769,0.522,64.97,0.93,"Asia","Developing"
"819",819,"Pakistan",2008,170853,1038,97678,593,-12063,36639.8,223,20,20323.1,0.119,42328.6,0.2477,164660000,4.12,0.0078,0.515,64.69,0.94,"Asia","Developing"
"820",820,"Pakistan",2007,152362,963,79894,505,-7795,29678.6,188,24,17837.5,0.1171,32590,0.2139,158170000,4.21,0.00792,0.513,64.42,0.98,"Asia","Developing"
"821",821,"Pakistan",2006,137229,883,73719,474,-4509,23412.4,151,22,16930.1,0.1234,29824.9,0.2173,155370000,4.31,0.00803,0.505,64.18,0.9,"Asia","Developing"
"822",822,"Pakistan",2005,118481,777,69764,457,-3333,18873.7,124,21,16051,0.1355,25357.3,0.214,152530000,4.42,0.00815,0.5,63.95,0.85,"Asia","Developing"
"823",823,"Pakistan",2004,105612,706,66810,446,-1708,16041,107,20,13379,0.1267,17949,0.17,149650000,4.53,0.00827,0.487,63.74,0.85,"Asia","Developing"
"824",824,"Pakistan",2003,89727,611,63269,431,-133,14449.2,98,25,11930,0.133,13038,0.1453,146750000,4.65,0.0084,0.473,63.52,0.78,"Asia","Developing"
"825",825,"Pakistan",2002,77937,544,59353,415,-2584,14078,98,26,9913,0.1272,11233,0.1441,143170000,4.77,0.00854,0.465,63.3,0.77,"Asia","Developing"
"826",826,"Panama",2016,57958,14356,21601,5351,-1048,12694,3144,38,11194.9,0.1932,20934.7,0.3612,4037000,2.51,0.00502,0.785,77.96,2.78,"North America","Developing"
"827",827,"Panama",2015,54092,13607,20222,5087,-1220,11875,2987,39,11347.9,0.2098,22503.8,0.416,3975000,2.54,0.005,0.781,77.78,2.91,"North America","Developing"
"828",828,"Panama",2014,49921,12757,18231,4659,-1561,11614,2968,37,12960,0.2596,24400.5,0.4888,3913000,2.56,0.00499,0.781,77.58,2.93,"North America","Developing"
"829",829,"Panama",2013,45600,11842,15684,4073,-1015,10962,2847,35,14732.1,0.3231,22988.3,0.5041,3851000,2.58,0.00497,0.776,77.39,2.81,"North America","Developing"
"830",830,"Panama",2012,40430,10674,14265,3766,-568,9533,2517,38,15944.7,0.3944,26523.7,0.656,3788000,2.6,0.00495,0.771,77.19,2.83,"North America","Developing"
"831",831,"Panama",2011,34686,9315,12814,3441,-647,8416,2260,33,14554.8,0.4196,21801.6,0.6285,3724000,2.61,0.00494,0.764,76.99,2.75,"North America","Developing"
"832",832,"Panama",2010,29440,8040,11628,3175,-504,7322,1999,36,10986.6,0.3732,16737.1,0.5685,3662000,2.62,0.00493,0.758,76.79,2.59,"North America","Developing"
"833",833,"Panama",2009,27117,7532,10980,3050,-239,6370,1769,34,10716.7,0.3952,13876.6,0.5117,3600000,2.63,0.00491,0.756,76.6,2.42,"North America","Developing"
"834",834,"Panama",2008,25156,7110,10437,2950,97,5917,1672,30,9816.6,0.3902,15736.5,0.6256,3538000,2.63,0.00489,0.755,76.41,2.06,"North America","Developing"
"835",835,"Panama",2007,21296,6127,10471,3012,682,4818,1386,32,8820.6,0.4142,13268.9,0.6231,3476000,2.64,0.00487,0.751,76.23,2.12,"North America","Developing"
"836",836,"Panama",2006,18438,5402,10460,3065,88,4186,1226,31,8033.9,0.4357,10774.9,0.5844,3413000,2.64,0.00486,0.744,76.06,2.24,"North America","Developing"
"837",837,"Panama",2005,16638,4965,10231,3053,-405,3856,1151,35,7050,0.4237,9600,0.577,3351000,2.65,0.00484,0.739,75.89,2.16,"North America","Developing"
"838",838,"Panama",2004,15255,4639,9294,2826,-694,3688,1121,30,943.7,0.0619,3594.2,0.2356,3289000,2.66,0.00482,0.735,75.73,1.72,"North America","Developing"
"839",839,"Panama",2003,13915,4313,8145,2524,-609,3493,1082,34,864.2,0.0621,3086.1,0.2218,3227000,2.68,0.00481,0.73,75.57,1.73,"North America","Developing"
"840",840,"Panama",2002,13204,4173,7798,2465,-404,3212,1015,30,846,0.0641,2982,0.2258,3164000,2.7,0.0048,0.728,75.4,1.72,"North America","Developing"
"841",841,"Paraguay",2016,36054,5260,7000,1021,-143,7023.6,1025,30,8493.7,0.2356,9752.6,0.2705,6855000,2.48,0.00544,0.702,73.84,1.07,"South America","Developing"
"842",842,"Paraguay",2015,36164,5353,6739,998,-657,7406.6,1096,27,8356.6,0.2311,10291.2,0.2846,6756000,2.51,0.00542,0.702,73.66,0.96,"South America","Developing"
"843",843,"Paraguay",2014,40277,6050,6280,943,-223,7251.3,1089,24,9635.9,0.2392,12168.6,0.3021,6657000,2.54,0.00541,0.698,73.47,0.89,"South America","Developing"
"844",844,"Paraguay",2013,38585,5883,5112,779,-411,6800.6,1037,24,9456.3,0.2451,12142,0.3147,6559000,2.58,0.00541,0.695,73.27,0.86,"South America","Developing"
"845",845,"Paraguay",2012,33283,5151,4143,641,-402,6213.2,962,25,7282.8,0.2188,11555.1,0.3472,6461000,2.63,0.00541,0.68,73.07,0.88,"South America","Developing"
"846",846,"Paraguay",2011,33716,5298,3445,541,488,5351.7,841,22,7763,0.2302,12366.1,0.3668,6363000,2.68,0.00541,0.68,72.86,0.85,"South America","Developing"
"847",847,"Paraguay",2010,27239,4347,3289,525,145,4022.4,642,22,6504.8,0.2388,10033.5,0.3683,6266000,2.73,0.00541,0.675,72.65,0.83,"South America","Developing"
"848",848,"Paraguay",2009,22347,3623,3071,498,-87,3403.8,552,21,5079.6,0.2273,6939.8,0.3105,6169000,2.79,0.00541,0.659,72.45,0.75,"South America","Developing"
"849",849,"Paraguay",2008,24577,4048,3554,585,548,3156.5,520,20,6407.1,0.2607,9033.2,0.3675,6072000,2.85,0.0054,0.664,72.25,0.75,"South America","Developing"
"850",850,"Paraguay",2007,17856,2989,2669,447,287,2518,421,24,4723.6,0.2645,5859.4,0.3281,5975000,2.91,0.0054,0.655,72.06,0.71,"South America","Developing"
"851",851,"Paraguay",2006,13430,2285,2442,416,224,2045.6,348,26,3472.4,0.2586,4743.8,0.3532,5877000,2.97,0.00539,0.649,71.86,0.7,"South America","Developing"
"852",852,"Paraguay",2005,10738,1858,2583,447,103,1591.5,275,21,3152.6,0.2936,3714.9,0.346,5780000,3.04,0.00539,0.649,71.67,0.68,"South America","Developing"
"853",853,"Paraguay",2004,9624,1694,2914,513,82,1516.7,267,10,2874.5,0.2987,3097,0.3218,5682000,3.12,0.00539,0.646,71.46,0.75,"South America","Developing"
"854",854,"Paraguay",2003,7691,1378,3102,556,-1,1245.5,223,16,2584.5,0.336,2227.5,0.2896,5583000,3.21,0.0054,0.64,71.25,0.75,"South America","Developing"
"855",855,"Paraguay",2002,7196,1312,3927,716,-134,1295.8,236,17,2328.8,0.3236,1672,0.2324,5485000,3.32,0.00543,0.642,71.02,0.74,"South America","Developing"
"856",856,"Peru",2016,194387,6173,47606,1512,-4382,40952.6,1301,35,37082,0.1908,36254.1,0.1865,31489000,2.3,0.00539,0.748,76.04,1.82,"South America","Developing"
"857",857,"Peru",2015,191316,6141,46038,1478,-4065,42853.6,1376,36,34415,0.1799,37924.2,0.1982,31152000,2.32,0.00535,0.745,75.79,1.71,"South America","Developing"
"858",858,"Peru",2014,202308,6565,41753,1355,-461,45745.7,1485,38,39532.7,0.1954,42346,0.2093,30814000,2.36,0.00532,0.746,75.53,1.7,"South America","Developing"
"859",859,"Peru",2013,202091,6631,40342,1324,1486,43563.1,1429,38,42860.6,0.2121,43670,0.2161,30475000,2.39,0.00531,0.736,75.26,1.62,"South America","Developing"
"860",860,"Peru",2012,192882,6400,40811,1354,3955,39163.8,1300,38,47410.6,0.2458,42545,0.2206,30136000,2.44,0.0053,0.729,74.98,1.61,"South America","Developing"
"861",861,"Peru",2011,170983,5738,39288,1318,3441,33762.3,1133,34,46376,0.2712,37747.1,0.2208,29798000,2.49,0.0053,0.729,74.7,1.62,"South America","Developing"
"862",862,"Peru",2010,148931,5055,37708,1280,182,31180.4,1058,35,35803.1,0.2404,30030.5,0.2016,29462000,2.55,0.0053,0.717,74.41,1.54,"South America","Developing"
"863",863,"Peru",2009,121493,4170,34447,1182,-1689,26027.6,893,37,26961.7,0.2219,21813.5,0.1795,29132000,2.59,0.0053,0.715,74.12,1.44,"South America","Developing"
"864",864,"Peru",2008,121754,4227,34010,1181,3263,23796.1,826,30,31018.5,0.2548,29952.8,0.246,28807000,2.63,0.0053,0.712,73.83,1.35,"South America","Developing"
"865",865,"Peru",2007,102187,3588,32564,1143,3421,18997.8,667,35,28093.8,0.2749,20368.3,0.1993,28482000,2.66,0.00531,0.703,73.53,1.21,"South America","Developing"
"866",866,"Peru",2006,87459,3107,30557,1085,1775,16758.2,595,33,23830.1,0.2725,15311.6,0.1751,28151000,2.68,0.00531,0.695,73.22,1.12,"South America","Developing"
"867",867,"Peru",2005,74232,2669,29943,1077,-323,15119.4,544,35,17367.7,0.234,12501.8,0.1684,27811000,2.7,0.00532,0.698,72.91,1.15,"South America","Developing"
"868",868,"Peru",2004,66126,2408,30920,1126,-683,12938.8,471,30,12809,0.1937,10101,0.1528,27460000,2.71,0.00533,0.693,72.58,1.16,"South America","Developing"
"869",869,"Peru",2003,58537,2160,28911,1067,-950,11777.1,435,37,9090.7,0.1553,8414,0.1437,27103000,2.72,0.00535,0.686,72.24,1.02,"South America","Developing"
"870",870,"Peru",2002,53954,2018,24547,918,-758,10609.1,397,40,7713.9,0.143,7493,0.1389,26739000,2.75,0.00538,0.687,71.88,1.05,"South America","Developing"
"871",871,"Philippines",2016,304898,2953,119018,1153,-1125,59447.3,576,35,57406.1,0.1882,89435,0.2933,103240000,2.72,0.00582,0.696,70.8,1.25,"Asia","Developing"
"872",872,"Philippines",2015,292774,2883,121461,1196,1794,54931.4,541,35,58827.2,0.2011,74750.9,0.2555,101560000,2.81,0.0058,0.693,70.64,1.17,"Asia","Developing"
"873",873,"Philippines",2014,284585,2849,119677,1198,2458,51472.5,515,38,62100,0.2182,68705.3,0.2414,99880000,2.89,0.00578,0.689,70.48,1.11,"Asia","Developing"
"874",874,"Philippines",2013,271836,2768,124337,1266,532,50700.4,516,36,56698,0.2088,65705.4,0.2419,98190000,2.98,0.00575,0.685,70.32,1.04,"Asia","Developing"
"875",875,"Philippines",2012,250092,2592,119600,1239,-759,47279,490,34,52099,0.2083,65349.8,0.2613,96500000,3.06,0.00572,0.677,70.15,0.96,"Asia","Developing"
"876",876,"Philippines",2011,224143,2380,106435,1130,-712,40164.6,426,26,48305,0.2154,63692.7,0.284,94180000,3.12,0.00567,0.67,69.98,0.92,"Asia","Developing"
"877",877,"Philippines",2010,199591,2155,99073,1070,-4692,38200.3,413,24,51496,0.2577,58467.8,0.2926,92600000,3.18,0.00562,0.665,69.82,0.94,"Asia","Developing"
"878",878,"Philippines",2009,168485,1851,87819,965,-4530,33870.9,372,24,38435.8,0.2278,45877.7,0.2719,91020000,3.24,0.00557,0.659,69.67,0.88,"Asia","Developing"
"879",879,"Philippines",2008,173603,1941,90535,1012,30,32376.1,362,20,49077.5,0.2817,60419.7,0.3468,89440000,3.29,0.00553,0.661,69.52,0.89,"Asia","Developing"
"880",880,"Philippines",2007,149360,1684,78244,882,-444,28360.3,320,25,50465.7,0.3367,57995.7,0.3869,88710000,3.36,0.0055,0.657,69.37,0.89,"Asia","Developing"
"881",881,"Philippines",2006,122211,1405,72999,839,-59,23336.7,268,25,47410.1,0.3876,54078,0.4421,86970000,3.43,0.00548,0.651,69.23,0.84,"Asia","Developing"
"882",882,"Philippines",2005,103074,1209,69437,814,-1744,20121,236,25,41254.7,0.4,49487.4,0.4799,85260000,3.5,0.00547,0.65,69.11,0.95,"Asia","Developing"
"883",883,"Philippines",2004,91371,1093,67560,809,-2668,18410.1,220,20,39680.5,0.4344,46102.1,0.5047,83560000,3.58,0.00547,0.647,69.01,0.93,"Asia","Developing"
"884",884,"Philippines",2003,83908,1025,62157,759,-3039,17770.8,217,25,36231,0.4319,42575.7,0.5076,81880000,3.65,0.00546,0.637,68.94,0.93,"Asia","Developing"
"885",885,"Philippines",2002,81358,1013,54996,685,-3127,17344.3,216,26,35208,0.4331,41092,0.5055,80280000,3.71,0.00545,0.633,68.88,0.93,"Asia","Developing"
"886",886,"Poland",2016,471843,12428,253337,6672,-11187,194094.4,5111,62,203816.5,0.4318,199506.5,0.4227,37972964,1.39,0.0102,0.86,78,8.29,"Europe","Developed"
"887",887,"Poland",2015,477568,12566,240274,6328,-12487,198955.3,5240,62,199123.7,0.4173,196472.7,0.4118,37967209,1.32,0.0104,0.855,77.5,7.96,"Europe","Developed"
"888",888,"Poland",2014,545284,14343,269650,7095,-19916,231571.6,6093,61,220052.1,0.403,223556,0.4095,38005614,1.32,0.0099,0.842,77.8,7.88,"Europe","Developed"
"889",889,"Poland",2013,524399,13777,294998,7759,-21923,223301.2,5874,60,204984.1,0.391,207607,0.396,38017856,1.29,0.0102,0.85,77.1,8.19,"Europe","Developed"
"890",890,"Poland",2012,500846,13158,276027,7252,-18718,214413.3,5633,58,185374,0.3705,199059.6,0.3979,38062535,1.33,0.0101,0.836,76.9,8.3,"Europe","Developed"
"891",891,"Poland",2011,528571,13887,264695,6954,-25827,232253.8,6102,55,188696.5,0.3565,210597,0.3979,38063792,1.33,0.0099,0.839,76.8,8.51,"Europe","Developed"
"892",892,"Poland",2010,479161,12602,256083,6728,-35478,219712.6,5772,53,159723.7,0.333,178049.1,0.3712,38062718,1.41,0.0099,0.835,76.4,8.57,"Europe","Developed"
"893",893,"Poland",2009,440140,11541,230511,6062,-32076,198266.8,5214,50,136502.8,0.3086,149459.2,0.3379,38022869,1.4,0.0101,0.828,75.9,8.1,"Europe","Developed"
"894",894,"Poland",2008,533800,14005,210831,5528,-19390,237063,6216,40,170458,0.3165,208804.3,0.3877,38135876,1.39,0.01,0.824,75.6,8.46,"Europe","Developed"
"895",895,"Poland",2007,429473,11265,199997,5247,-7971,184499.3,4841,42,140146.5,0.3258,165709.7,0.3852,38115641,1.31,0.0099,0.819,75.4,8.6,"Europe","Developed"
"896",896,"Poland",2006,344759,9035,164615,4318,-12265,153181.9,4018,37,110780.2,0.3213,126989.3,0.3683,38125479,1.27,0.0097,0.814,75.3,8.61,"Europe","Developed"
"897",897,"Poland",2005,306145,8020,148256,3885,-12135,135482.7,3551,34,89437.4,0.292,101638.8,0.3318,38157055,1.24,0.0096,0.808,75,8.25,"Europe","Developed"
"898",898,"Poland",2004,255284,6684,127993,3353,-12932,111761.4,2928,30,75046.6,0.2927,89696.1,0.3498,38173835,1.23,0.0095,0.802,74.9,8.26,"Europe","Developed"
"899",899,"Poland",2003,217514,5691,94814,2483,-13218,99597.6,2608,36,53761.9,0.2472,68272.2,0.3139,38190608,1.22,0.0096,0.804,74.7,8.19,"Europe","Developed"
"900",900,"Poland",2002,198679,5195,79642,2084,-9629,90219.3,2361,40,41132.9,0.207,55298.9,0.2783,38218531,1.25,0.0094,0.799,74.5,7.86,"Europe","Developed"
"901",901,"Portugal",2016,206369,19986,271365,26322,-3905,92464.6,8969,62,55372.3,0.2683,67953.6,0.3294,10309573,1.36,0.0107,0.845,81.3,5,"Europe","Developed"
"902",902,"Portugal",2015,199414,19252,261560,25293,-8870,96201.9,9303,63,55046.6,0.2762,66913.8,0.3358,10341330,1.31,0.0105,0.842,81.3,5.03,"Europe","Developed"
"903",903,"Portugal",2014,229961,22109,305633,29459,-16912,118940.1,11464,63,63832.5,0.2777,78388.7,0.3411,10374822,1.23,0.0101,0.839,81.3,4.61,"Europe","Developed"
"904",904,"Portugal",2013,226437,21654,297597,28540,-11558,113037.6,10841,62,62823,0.2774,75718.7,0.3344,10427301,1.21,0.0102,0.837,80.9,4.62,"Europe","Developed"
"905",905,"Portugal",2012,216361,20577,279008,26604,-13362,105710.5,10080,63,58089.8,0.2687,72429.3,0.335,10487289,1.28,0.0102,0.829,80.6,4.74,"Europe","Developed"
"906",906,"Portugal",2011,245075,23213,280431,26600,-18784,122618.9,11631,61,59616.6,0.2432,82895.6,0.3382,10542398,1.35,0.0097,0.826,80.7,4.88,"Europe","Developed"
"907",907,"Portugal",2010,238308,22539,238621,22569,-27141,123575.9,11688,60,49406.1,0.2075,77748.8,0.3265,10572721,1.39,0.01,0.822,80.1,5.02,"Europe","Developed"
"908",908,"Portugal",2009,244402,23126,214819,20317,-24155,122881,11622,58,44210.6,0.1807,71662.7,0.2929,10573479,1.34,0.0099,0.817,79.7,5.51,"Europe","Developed"
"909",909,"Portugal",2008,263388,24946,199261,18864,-9746,119438.5,11307,60,57136.7,0.2169,94416.4,0.3584,10563014,1.39,0.0099,0.814,79.5,5.6,"Europe","Developed"
"910",910,"Portugal",2007,240524,22814,174911,16574,-6973,107053.7,10144,65,52482,0.2182,82129.3,0.3415,10553339,1.35,0.0098,0.81,79.3,5.79,"Europe","Developed"
"911",911,"Portugal",2006,208767,19840,153811,14603,-8727,94453.5,8968,66,44750.2,0.2144,70683.6,0.3386,10532588,1.37,0.0097,0.803,79,5.96,"Europe","Developed"
"912",912,"Portugal",2005,197363,18791,142515,13557,-12092,92243.7,8775,65,38737.6,0.1964,63920.9,0.3241,10511988,1.41,0.0102,0.8,78.2,6.44,"Europe","Developed"
"913",913,"Portugal",2004,189296,18056,127074,12108,-11711,87556,8343,60,35786.8,0.189,54948.2,0.2901,10494672,1.4,0.0097,0.797,78.4,6.15,"Europe","Developed"
"914",914,"Portugal",2003,165185,15794,105579,10081,-9346,74961.6,7158,66,31757.4,0.1922,47199.9,0.2857,10473050,1.44,0.0104,0.796,77.5,6.02,"Europe","Developed"
"915",915,"Portugal",2002,134700,12928,80939,7749,-4495,58953.2,5644,63,25907.8,0.1922,40156.1,0.2979,10444592,1.46,0.0102,0.792,77.4,6.52,"Europe","Developed"
"916",916,"Romania",2016,188495,9539,69636,3545,-4940,65141.2,3316,48,63534,0.3368,74560.3,0.3953,19643949,1.69,0.0131,0.807,75.2,3.94,"Europe","Developing"
